Compound ID,SMILES,mutagenicity
2095,Fc1cc(F)c2cccnc2c1,1
4024,COc1c2ccoc2nc2c(OC)cccc12,1
4672,CNC(=O)ON,1
437,CC(O)CN(CC(O)CO)N=O,1
1961,C1=CC2OC2c2ncccc21,1
3717,COc1cc(-c2cc(OC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,0
107,CCc1cc(C(N)=S)ccn1,0
29,CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1,1
2173,NCc1cccc(CN)c1,0
1420,O=c1c2nc3ccccc3c-2n[nH]n1N=Cc1ccccc1,1
1272,NC(=O)c1cccc2cccnc12,1
4101,COC(=O)Nc1nc2ccc(/C(=N/O)c3ccc(F)cc3)cc2[nH]1,1
584,ClC(Cl)(Cl)c1ccccc1,1
5160,O=c1ccc2cc3c4c(c2o1)CCCN4CCC3,1
1586,Nc1ccc(-c2ccc([N+](=O)[O-])cc2)cc1,1
4461,O=C1c2ccccc2C(=O)N1CCl,1
1176,Sc1ccccc1,0
5331,[N-]=[N+]=Nc1ccc2c(Nc3ccc(NS(=O)(=O)CCCN)cc3)c3cc(N=[N+]=[N-])ccc3nc2c1,1
5427,Cc1c2ccccc2c(C)c2c1c1c(c3ccccc32)N1,1
3381,Cc1cc(O)c2c(O)c3c(O)cccc3cc2c1,1
2894,CC(C)(C)CC(C)(C)c1ccc(O)cc1,0
4209,CCN(CC)CCCN,0
4506,CNc1ccc2nc(C)c(C)nc2c1C,1
3770,CCNC(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,0
4979,COc1ccc2c(c1)C(=O)c1nccc3cc4c(c-2c13)OCO4,1
5738,O=[N+]([O-])c1ccc(CNc2ncnc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1,0
881,NC(=O)c1ccccc1O,0
1738,O=c1c2cc(O)ccc2oc2cc(O)cc(O)c12,1
1186,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,1
2944,CC(C)CCON=O,1
5405,CC(=O)Nc1cccc2cc(F)cnc12,1
3907,C1CS1,1
3787,C=C1/C(=CC=C2/CCC[C@@]3(C)C2CC[C@@H]3[C@H](C)/C=C/[C@@H](O)C2CC2)C[C@@H](O)C[C@@H]1O,0
889,O=C(C=Cc1ccc([N+](=O)[O-])cc1)c1ccccc1,1
1038,Clc1ccc2ccccc2c1,0
90,CCC(Br)(CC)C(=O)NC(N)=O,0
3950,CCC(=O)C(C)=O,0
4567,COc1cc(O)c2c(=O)c3cc(OC)ccc3oc2c1,1
879,c1ccc2c(c1)ccc1[nH]c3ccc4ccccc4c3c12,0
2034,O=[N+]([O-])c1ccc2cn[nH]c2c1,1
624,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,0
69,O=C(c1ccccc1)C(O)c1ccccc1,0
1383,O=C(NO)c1ccc(O)c(O)c1,1
3988,CC[NH+](CCCl)CCC[NH2+]c1c2ccccc2nc2c(OC)cccc12,1
763,CN(C)/N=N/c1[nH]cnc1C(N)=O,1
5761,CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,0
293,Nc1ccc([N+](=O)[O-])cc1,1
3505,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,0
445,O=C1c2ccccc2C(=O)c2ccccc21,1
468,CN(C)c1ccccc1,0
5009,c1ccc2cc(OCC3CO3)ccc2c1,1
2799,O=C(CCl)c1ccc(Cl)cc1Cl,0
5624,COc1cc(-c2ccc(N/N=C3C(=O)c4ccc(N)cc4C=C3S(=O)(=O)[O-])c(OC)c2)ccc1N/N=C1/C=C(S(=O)(=O)[O-])c2ccccc2C1=O,1
3390,O=C1NCNC(=O)N1,1
2925,ONc1ccc2c(c1)Cc1ccccc1-2,1
577,COc1cc2c(c3oc(=O)c4c(c13)CC[C@H]4O)[C@@H]1C=CO[C@H]1O2,1
4384,Cc1cc(O)c2c(c1)C(=O)C(c1c(C)cc3c(c1O)C(=O)C=CC3=O)=CC2=O,0
245,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,0
4091,CC(=O)N(O)c1ccc(Oc2ccc(Cl)cc2)cc1,1
367,Oc1cc2c(cc1O)C1c3ccc(O)c(O)c3OC[C@]1(O)C2,0
1869,O=[N+]([O-])c1ccc2nc3cc([N+](=O)[O-])ccc3nc2c1,1
1039,OC1c2cc3ccc4cccc5ccc(c2C2OC2C1O)c3c45,1
1480,O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2ccccc2)c([N+](=O)[O-])c1,1
2683,C=C(C)OC(C)=O,0
4112,CSCCl,1
1209,O=[N+]([O-])c1cccc(C(F)(F)F)c1,0
5524,O=Nc1ccc2ccc3c4c(cc5ccc1c2c53)CCCC4,1
1600,O=[N+]([O-])c1ccc2ccc3cccc4c5ccccc5c1c2c34,1
1965,Nc1nccs1,1
4373,CCc1cccc(CC)c1NC(=O)CO,1
3532,Cc1nc2c(c3[nH]c4ccccc4c13)C(=O)C=C(N1CC1)C2=O,1
555,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,0
4656,CCOc1ccc(N)cc1N,1
794,N#Cc1ccccc1,0
1220,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0
2420,O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,1
2025,O=[N+]([O-])c1ccc2snc(Cl)c2c1,1
2523,C=Cc1ccc(S(=O)(=O)[O-])cc1,0
4237,Cc1cccc(N/N=C2C(=O)C=Cc3ccccc32)c1C,0
1513,O=C(O)c1cc(Cl)ccc1Cl,0
5694,O=c1ccn([C@H]2[13CH2][C@H](O)[C@@H](CO)O2)c(=O)[nH]1,0
5460,CN(CO)[N+](=O)[O-],1
151,ClCc1cccnc1,1
1175,Nc1ccc(C=Cc2ccc(Cl)cc2)cc1,1
4127,CCOc1ccccc1[N+](=O)[O-],1
1617,Nc1ccc(N)c(S(=O)(=O)[O-])c1,0
5840,CC(=O)OC[C@]12CCC(C)=C[C@H]1O[C@@H]1[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@]2(C)[C@]12CO2,0
1634,Nc1ccc2cccnc2c1,1
3195,COC(=O)c1oc([N+](=O)[O-])c(-c2ccccc2)c1-c1ccccc1,1
3524,CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0
4056,O=C(O)Cc1ccccc1Cl,0
3734,CC(C)C(=O)OCC(C)(C)C(O)C(C)C,0
4631,Cc1cc(C)c2c(ccc3ccccc32)c1,1
3455,Cc1c2ccccc2cc2c1ccc1ccccc12,1
748,Cc1ccc(N)c(C)c1,1
4516,CC(C)C(=O)Nc1snc2ccccc12,0
4885,COC(=O)c1cc2c([nH]c3ccc([N+](=O)[O-])cc32)c(-c2ccccc2)n1,1
4182,CNc1ccc2ncccc2c1N,0
3128,CC(=O)Nc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,1
2893,NCCCN,0
812,Nc1cc(Cl)ccc1O,1
3782,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0
2715,OCC(O)CO,0
491,Cc1ccc(S(=O)(=O)Oc2ccc(/N=N/c3ccc(-c4ccc(/N=N/c5c(O)ccc6cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c56)c(C)c4)cc3C)cc2)cc1,1
1647,O=[N+]([O-])c1cccc(S(=O)(=O)O)c1,0
3779,CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,0
471,CC(N)=S,0
3358,CC(=O)Nc1ccc2[nH]c3ccccc3c2c1[N+](=O)[O-],1
1025,NCCN,1
3555,COC1=CC(=O)c2c(ncc3c2[nH]c2ccncc23)C1=O,1
3682,CCOC(=O)c1[nH]c2ccccc2c1NC=C1C=CC(=O)C=C1,1
3413,CC(C)(C)CBr,0
4224,COc1ccc2c3c(cccc13)C(=O)N(C)C2=O,0
354,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,0
251,C=C(C)C(=O)OC,0
185,Cc1ccc2c(c1[N+](=O)[O-])C(=O)c1ccccc1C2=O,1
2410,Cc1cccc(C#N)c1,0
1322,Clc1cncc(Cl)c1,0
4215,O=P1(N(CCCl)CCCl)NC(O)CCO1,1
5257,CC(C)CNC(=O)/C=C/c1ccc([N+](=O)[O-])o1,1
227,ClCCN(CCCl)c1ccc2ccccc2c1,1
4957,COc1cc([N+](=O)[O-])ccc1N,1
1770,O=C(c1ccccc1)C1OC1c1ccc([N+](=O)[O-])cc1,0
3585,C(CCC1CO1)CC1CO1,1
2094,O=c1c(=O)c2cc3ccccc3c3ccc4cccc1c4c23,1
2951,CCCON=O,1
1379,O=S(=O)(c1cc(Cl)cc(Cl)c1O)c1cc(Cl)cc(Cl)c1O,0
5338,c1ccc(COC[C@@H]2CO2)cc1,1
1902,O=C(O)C=CCl,1
5162,Cc1cc2nc3c(cc(N)c4ccccc43)[o+]c2cc1N(C)C,1
2807,C=CC(C)(C)c1cc2cc3c(cc2oc1=O)OC(C(C)(C)O)C3,1
4339,CNS(=O)(=O)c1ccc(N)cc1,0
4169,COC(=O)c1oc(N(OC(C)=O)C(C)=O)c(-c2ccccc2)c1-c1ccccc1,0
3664,CCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2Cl)cc1,1
3550,Nc1ccc(CCc2ccc(N)cc2)cc1,1
292,O=c1ccc2ccccc2o1,1
2209,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,1
549,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,0
4157,O=C(CO)N(O)c1ccc(Cl)cc1,0
4822,CC(OP(=O)(OC(C)C(Br)CBr)OC(C)C(Br)CBr)C(Br)CBr,1
5262,COC(=O)/C(C#N)=C/c1ccc([N+](=O)[O-])o1,1
3822,CC(C)NNC(=O)c1ccncc1,0
3070,CC(C)(C)OOC(=O)c1ccccc1,1
4731,COc1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1OC,1
4679,CCC(=O)N(O)c1ccc(/C=C/c2ccccc2)cc1,1
1554,O=[N+]([O-])c1cc2cccc([N+](=O)[O-])c2cc1[N+](=O)[O-],1
2087,Clc1ccnc2ccccc12,1
4159,O=C(O)CCC(=O)N(O)c1ccc(Cl)cc1,1
4490,N#CCCC(=O)CCc1ccc(C(=O)O)cc1,1
1514,Nc1ccc(Oc2ccc(Cl)cc2Cl)cc1,1
4967,Nc1ccc2c(c1)Cc1cc([N+](=O)[O-])ccc1-2,1
5198,Cc1ccc(NC2OC[C@@H](O)[C@H](O)[C@H]2O)cc1,1
5797,CCCCOC(=O)c1ccc(O)cc1,0
2517,C#CC,0
5629,CCn1c(N)nc2c3cccnc3ccc21,1
1544,O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,1
1632,Nc1cc2c3c(ccc2c2ccccc12)[C@](O)[C@@](O)C=C3,1
5701,O=c1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1,0
3908,CC(CO)[N+](=O)[O-],0
613,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,1
1973,O=C(N=c1sn(C(=O)c2ccccc2)c2ccc([N+](=O)[O-])cc12)c1ccccc1,1
3792,C[C@H]1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0
4904,O=C(CCl)NCc1ccccc1,1
1894,O=C(Nc1ccccc1Cl)c1csc([N+](=O)[O-])c1,1
5822,COc1cc2c(c3oc4cccc(O)c4c(=O)c13)C1CCOC1O2,0
1374,O=[N+]([O-])c1cccc2c1c([N+](=O)[O-])cc1cccc([N+](=O)[O-])c12,1
2228,CCOC(C)=O,0
505,Nc1ccc(/C=C/c2ccc(N)cc2S(=O)(=O)[O-])c(S(=O)(=O)[O-])c1,0
4806,CC(=O)OC1Cc2cc3cccc4ccc5ccc1c2c5c43,1
1421,Oc1cccc(Cl)c1,1
5200,O=NN(c1ccc([N+](=O)[O-])cc1)C1OC[C@@H](O)[C@@H](O)[C@H]1O,1
4935,O=C(CCl)C(Cl)Cl,1
4093,COc1cc(O)c2c(=O)c3c(O)ccc(O)c3oc2c1,1
4882,Cc1nc2c(ccc3ccc4ccc(O)cc4c32)[nH]1,1
5285,ClCc1c2ccccc2cc2c1ccc1ccccc12,1
3659,CCOCC=O,0
3428,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,0
106,ClC1=C(Cl)[C@@]2(Cl)C3C4CC(C5OC45)C3[C@@]1(Cl)C2(Cl)Cl,0
4939,Cn1c(N=[N+]=[N-])nc2ccc3ncccc3c21,1
5034,C=C(C=O)CCCC,1
2887,CCC(CCC(C)O)COC(=O)CCCCC(=O)O,0
2086,Nc1c2ccccc2nc2ccc(I)cc12,1
4512,C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@@H]1C=CC(=O)[C@]12C,0
5739,[2H]C(O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,0
3820,C1COCCOCCOCCO1,0
5096,Cc1cccc(C(=O)ON(OCc2ccccc2)C(=O)c2ccccc2)c1,1
1075,O=C1c2ccccc2-c2ccccc21,0
4770,ClCc1ccc2c(c1)-c1cccc3cccc-2c13,1
3694,Cc1cc([N+](=O)[O-])c(C)c2c1[nH]c1ccccc12,1
977,Nc1cc(C(=O)O)c(O)c(S(=O)(=O)O)c1,0
1728,O=[N+]([O-])c1cc2[nH]c3ccc4ccc(O)cc4c3c2c2ccccc12,1
1328,c1ccc2sncc2c1,0
4539,CC(=O)Nc1ccc(/C=C/C(=O)c2ccccc2)cc1,1
2770,OCCCCO,0
5330,CS(=O)(=O)Nc1ccc(Nc2c3ccc(N=[N+]=[N-])cc3nc3cc(N=[N+]=[N-])ccc23)cc1,1
4863,COc1cc(O)c2c(c1)C(=O)c1c(O)c(C)cc(O)c1C2=O,1
1161,O=C=Nc1cccc2c(N=C=O)cccc12,0
4919,CC(=O)O[C@H]1[C@H](OC23C=C(C)C4(CC4)C(C)(O)C2C(=O)C(C)(C)C3)O[C@H](CO)[C@@H](OC(=O)/C=C/c2ccc(O)cc2)[C@@H]1O,1
952,Nc1cc(-c2ccncc2)c[nH]c1=O,0
1046,Nc1cc([N+](=O)[O-])cc(S(=O)(=O)O)c1O,0
416,C[C@@H]1Cc2c(Cl)cc(C(=O)N[C@@H](Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,0
691,O=NN1CCOC(O)C1,1
4689,CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],1
5361,Cc1nc2c(C)c(C)c3c(nc(N)n3C)c2nc1C,1
564,O=C(Nc1nc(-c2ccc([N+](=O)[O-])o2)cs1)C(F)(F)F,1
478,Cc1ccc(NC(N)=O)cc1,0
1084,Nc1ccc(N=Nc2ccc(N)cc2)cc1,1
2029,Nc1cccc2c(Cl)nsc12,1
179,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,0
1876,c1ccc2c(c1)-c1cc3ccccc3c3cc4ccccc4c-2c13,1
142,COc1ccccc1N,1
2166,CC1=CC(=O)c2c(O)cccc2C1=O,1
5858,C[C@H]1CCC[C@@H](O)CCCCCc2cc(O)cc(O)c2C(=O)O1,0
2795,CC(=O)/C=C/c1ccco1,0
4775,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,1
4074,O=[N+]([O-])c1ccc2c(c1)Cc1cccc([N+](=O)[O-])c1-2,1
1941,N#CC(=CC=Cc1ccccc1[N+](=O)[O-])c1ccc(Br)cc1,1
605,NC1CCCCC1,0
3504,CCOc1ccc(N)cc1,1
2168,NCCNCCN,0
1599,O=C1C=CC(=O)c2c(O)cccc21,1
93,ClCc1ccccn1,1
1049,O=[N+]([O-])c1c2ccccc2c2ccc3cccc4ccc1c2c43,1
5288,Cc1c2ccccc2c(CCl)c2ccccc12,1
497,O=Cc1ccccc1,0
4336,N[C@@H](Cc1ccc(O)cc1)C(=O)O,0
5690,[2H]C([2H])(O)[C@@]1([2H])O[C@@H](n2cnc3c(N)ncnc32)[C@]([2H])(O)[C@]1([2H])O,0
3806,OCC(CO)NC1CC(O)(CO)C(O)C(O)C1O,0
5857,CC1CCCC(=O)CCCC=Cc2cc(O)cc(O)c2C(=O)O1,0
5159,Cc1cc(=O)oc2c3c4c(cc12)CCCN4CCC3,1
721,CCCN(N=O)C(N)=O,1
5357,Cc1cnc2c(C)c(C)c3c(nc(N)n3C)c2n1,1
5416,COC(=O)[C@H]1CS[C@H]2C(Cl)=C(Cl)C(=O)N12,1
4518,CCCCCCCC(=O)Nc1snc2ccccc12,0
4861,O=P1(Oc2ccccc2)OCc2ccccc2O1,1
3632,CN(C)c1ccc([C+](c2ccc(N(C)C)cc2)c2c(O)c(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])ccc23)cc1,0
472,OC[P+](CO)(CO)CO,0
1253,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1O,0
5368,Cn1cc2ccc([N+](=O)[O-])cc2n1,1
4259,CC(=O)Nc1ccc2cccnc2c1,1
5086,CC(=O)ON(OCc1ccc([N+](=O)[O-])cc1)C(=O)c1ccccc1,1
2654,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-],0
110,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,0
473,CCBr,1
2067,Fc1cnc2ccc3cccnc3c2c1,1
4649,CC(=O)O[C@H]1[C@@]2(O)CC(C)(C)CC2=C(C=O)[C@@]2(C=O)C[C@@]12C,1
1086,O=[N+]([O-])c1ccc(Nc2ccccc2O)c([N+](=O)[O-])c1,1
2153,Cc1cnc[nH]1,0
5154,CC(=O)NC1C=NC(c2ccc([N+](=O)[O-])o2)=NO1,1
1488,Nc1ncnc2c1ncn2C(c1ccccc1)(c1ccccc1)c1ccccc1,1
730,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,0
4728,C(=N/NC1=NCCN1)c1c2ccccc2c(/C=N/NC2=NCCN2)c2ccccc12,1
4515,O=C(CBr)c1oc([N+](=O)[O-])c(-c2ccccc2)c1-c1ccccc1,1
1193,Nc1ccc(-c2ccc(N)c(F)c2)cc1F,1
272,c1ccc2ccccc2c1,0
3282,CCCCCCCOc1ccccc1NC(=O)OCC[NH+]1CCCCC1,0
896,Nc1cc(Cl)ccc1Cl,0
4352,Cc1ccc(N/N=C2/C(=O)C(C(=O)[O-])=Cc3ccccc32)c(S(=O)(=O)[O-])c1,0
5713,O=c1ccn([13C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,0
336,CN(C)[N+](=O)[O-],1
5143,Cc1cc(-c2ccc(N/N=C3C=Cc4c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c4C3=O)c(C)c2)ccc1N/N=C1C=Cc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c2C1=O,1
5619,COc1cc(O)ccc1Nc1c2ccccc2nc2ccccc12,1
5247,CC(C)COC(=O)/C=C/c1ccc([N+](=O)[O-])o1,1
625,CN(C)CCO,0
3065,CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O,0
1740,O=C(C=Cc1ccccc1)c1ccc(Br)cc1,0
1832,c1ccc([C@]2N[C@@]2c2ccccc2)cc1,1
3404,c1ccc(N2CCNCC2)cc1,0
2908,CC(=O)[CH-]C(=O)c1ccccc1,0
1057,O=CC=Cc1ccc([N+](=O)[O-])o1,1
486,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,0
5659,COc1cc2c(c3oc(=O)c4c(c13)C(O)CC4O)[C@@H]1C=CO[C@@H]1O2,1
2488,CCCCOc1ccc(/C=N/c2ccc(CC)cc2)cc1,0
724,O=S(=O)(O)c1c(/N=N/c2c(O)ccc3ccccc23)ccc2ccccc12,0
765,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,0
286,COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1
4517,CC(C)CC(=O)Nc1snc2ccccc12,0
4823,CC1CC2(OC2C)C(=O)OC2CCN(C)C/C=C(/COC(=O)C1(C)O)C2=O,1
3245,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,0
307,NNC(N)=O,0
2197,C=CC(=O)OCCCC,0
3162,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H](O)[C@@]4(O)C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,1
254,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)C3[C@H](O)C12,0
2091,O=[N+]([O-])c1cc([N+](=O)[O-])c2c3ccccc3c3cccc4ccc1c2c43,1
